TIME,SCORE,PLAYER_NAMES,SCORE1,SCORE2,FIFTY,SCORE3,SCORE4,OTHER_INFO,REVIEWS,FOUR_SIX,TOUR_SIXES
56.12 sec',[],"[136.989761352539,631.004272460938,340.021972656250,70.0288085937500]","[487.631622314453,617.062316894531,304.687286376953,88.1026000976563]",[],[],[],[],"[799.890380859375,616.184326171875,349.640869140625,86.3041992187500]",[],[],[]
56.16 sec',[],"[136.989364624023,631.003295898438,340.022583007813,70.0299682617188]","[487.631835937500,617.062500000000,304.686706542969,88.1023559570313]",[],[],[],[],"[799.889709472656,616.182006835938,349.642761230469,86.3071899414063]",[],[],[]
56.2 sec',[],"[136.988815307617,631.002258300781,340.024963378906,70.0309448242188]","[487.632080078125,617.062561035156,304.686096191406,88.1023559570313]",[],[],[],[],"[799.889892578125,616.182861328125,349.642822265625,86.3059692382813]",[],[],[]
56.24 sec',[],"[136.988357543945,631.001831054688,340.026245117188,70.0313720703125]","[487.632537841797,617.062805175781,304.685272216797,88.1021118164063]",[],[],[],[],"[799.889770507813,616.184143066406,349.644531250000,86.3042602539063]",[],[],[]
56.28 sec',[],"[136.988418579102,630.998718261719,340.023803710938,70.0355224609375]","[487.632354736328,617.062744140625,304.685089111328,88.1021118164063]",[],[],[],[],"[799.890136718750,616.185852050781,349.646118164063,86.3023681640625]",[],[],[]
56.32 sec',[],"[136.987289428711,630.998229980469,340.029052734375,70.0359497070313]","[487.632568359375,617.062927246094,304.684509277344,88.1021118164063]",[],[],[],[],"[799.889282226563,616.186950683594,349.649536132813,86.3015136718750]",[],[],[]
56.36 sec',[],"[136.987289428711,630.999084472656,340.028686523438,70.0338134765625]","[487.631988525391,617.062744140625,304.685516357422,88.1024169921875]",[],[],[],[],"[799.889465332031,616.187500000000,349.648864746094,86.3012084960938]",[],[],[]
56.4 sec',[],"[136.987274169922,630.999206542969,340.028900146484,70.0328369140625]","[487.631927490234,617.054870605469,304.687286376953,88.1109619140625]",[],[],[],[],"[799.889221191406,616.188537597656,349.650817871094,86.2999267578125]",[],[],[]
56.44 sec',[],"[136.987442016602,631.000122070313,340.028503417969,70.0319213867188]","[487.631805419922,617.047912597656,304.689605712891,88.1184692382813]",[],[],[],[],"[799.891052246094,616.188964843750,349.641174316406,86.2984008789063]",[],[],[]
56.48 sec',[],"[136.987319946289,630.999755859375,340.028869628906,70.0318603515625]","[487.631439208984,617.047973632813,304.690277099609,88.1185913085938]",[],[],[],[],"[799.891235351563,616.214111328125,349.664916992188,86.2648315429688]",[],[],[]
56.52 sec',[],"[136.987472534180,631.000976562500,340.028381347656,70.0302124023438]","[487.630432128906,617.047851562500,304.691345214844,88.1188964843750]",[],[],[],[],"[799.891540527344,616.242187500000,349.692932128906,86.2283935546875]",[],[],[]
56.56 sec',[],"[136.986907958984,630.999816894531,340.029724121094,70.0314941406250]","[487.630645751953,617.048034667969,304.690765380859,88.1186523437500]",[],[],[],[],"[799.892395019531,616.244323730469,349.689636230469,86.2250976562500]",[],[],[]
56.6 sec',[],"[136.987319946289,631.000488281250,340.027954101563,70.0305786132813]","[487.630706787109,617.047485351563,304.690765380859,88.1194458007813]",[],[],[],[],"[799.891967773438,616.244506835938,349.692260742188,86.2254028320313]",[],[],[]
56.64 sec',[],"[136.986816406250,631.000610351563,340.029693603516,70.0299682617188]","[487.630645751953,617.047546386719,304.690643310547,88.1193847656250]",[],[],[],[],"[799.891418457031,616.244445800781,349.693542480469,86.2258911132813]",[],[],[]
56.68 sec',[],"[136.986892700195,630.999328613281,340.029602050781,70.0341186523438]","[487.630096435547,617.047424316406,304.691375732422,88.1195678710938]",[],[],[],[],"[799.891967773438,616.244079589844,349.692749023438,86.2268066406250]",[],[],[]
56.72 sec',[],"[136.984588623047,630.989379882813,340.034576416016,70.0470581054688]","[487.630187988281,617.047302246094,304.691894531250,88.1196899414063]",[],[],[],[],"[799.892639160156,616.249206542969,349.692810058594,86.2207641601563]",[],[],[]
56.76 sec',[],"[136.983840942383,630.986328125000,340.036437988281,70.0509033203125]","[487.630035400391,617.047180175781,304.692230224609,88.1198120117188]",[],[],[],[],"[799.893737792969,616.252685546875,349.691711425781,86.2155151367188]",[],[],[]
56.8 sec',[],"[136.984527587891,630.986999511719,340.034484863281,70.0498046875000]","[487.630065917969,617.047058105469,304.692138671875,88.1199340820313]",[],[],[],[],"[799.893554687500,616.256347656250,349.694335937500,86.2105712890625]",[],[],[]
56.84 sec',[],"[136.987503051758,631.000305175781,340.026428222656,70.0334472656250]","[487.629638671875,617.046630859375,304.692626953125,88.1203613281250]",[],[],[],[],"[799.893493652344,616.258422851563,349.697326660156,86.2078247070313]",[],[],[]
56.88 sec',[],"[136.988449096680,631.003601074219,340.024475097656,70.0289306640625]","[487.629150390625,617.046081542969,304.692932128906,88.1210937500000]",[],[],[],[],"[799.893127441406,616.260437011719,349.700134277344,86.2059326171875]",[],[],[]
56.92 sec',[],"[136.985412597656,630.991882324219,340.032989501953,70.0438842773438]","[487.629394531250,617.046508789063,304.692932128906,88.1177978515625]",[],[],[],[],"[799.892944335938,616.260681152344,349.700805664063,86.2058715820313]",[],[],[]
56.96 sec',[],"[136.985519409180,630.991333007813,340.032531738281,70.0451049804688]","[487.629455566406,617.047119140625,304.692687988281,88.1148071289063]",[],[],[],[],"[799.892578125000,616.259460449219,349.700927734375,86.2070312500000]",[],[],[]
57 sec',[],"[136.990554809570,631.009948730469,340.019348144531,70.0204467773438]","[487.629699707031,617.048522949219,304.691711425781,88.1076660156250]",[],[],[],[],"[799.893005371094,616.261352539063,349.699279785156,86.2041015625000]",[],[],[]
57.04 sec',[],"[136.988433837891,631.001037597656,340.025787353516,70.0333251953125]","[487.629821777344,617.049621582031,304.690795898438,88.1019287109375]",[],[],[],[],"[799.893127441406,616.262512207031,349.699645996094,86.2029418945313]",[],[],[]
57.08 sec',[],"[136.988861083984,631.001403808594,340.024871826172,70.0328369140625]","[487.630004882813,617.050720214844,304.689819335938,88.0953369140625]",[],[],[],[],"[799.895019531250,616.268798828125,349.693115234375,86.1947631835938]",[],[],[]
57.12 sec',[],"[136.988800048828,631.001220703125,340.025451660156,70.0338745117188]","[487.631164550781,617.051635742188,304.685607910156,88.0940551757813]",[],[],[],[],"[799.894409179688,616.240905761719,349.668701171875,86.2324829101563]",[],[],[]
57.16 sec',[],"[136.988510131836,631.001770019531,340.026672363281,70.0293579101563]","[487.632049560547,617.052917480469,304.680389404297,88.0915527343750]",[],[],[],[],"[799.896423339844,616.272705078125,349.691711425781,86.1898803710938]",[],[],[]
57.2 sec',[],"[136.988174438477,631.002197265625,340.027343750000,70.0274047851563]","[487.631103515625,617.052551269531,304.681640625000,88.0920410156250]",[],[],[],[],"[799.896728515625,616.274291992188,349.691528320313,86.1879272460938]",[],[],[]
57.24 sec',[],"[136.988052368164,631.002197265625,340.027465820313,70.0272827148438]","[487.630767822266,617.052429199219,304.681915283203,88.0921020507813]",[],[],[],[],"[799.895690917969,616.271484375000,349.694274902344,86.1917114257813]",[],[],[]
57.28 sec',[],"[136.987854003906,631.002197265625,340.027862548828,70.0269775390625]","[487.630584716797,617.052429199219,304.682220458984,88.0920410156250]",[],[],[],[],"[799.894348144531,616.268676757813,349.700378417969,86.1950683593750]",[],[],[]
57.32 sec',[],"[136.987579345703,631.002075195313,340.028228759766,70.0272216796875]","[487.631500244141,617.052734375000,304.680755615234,88.0916748046875]",[],[],[],[],"[799.894531250000,616.268920898438,349.700317382813,86.1946411132813]",[],[],[]
57.36 sec',[],"[136.987564086914,631.002258300781,340.028381347656,70.0266113281250]","[487.631042480469,617.052551269531,304.681762695313,88.0919189453125]",[],[],[],[],"[799.893005371094,616.264831542969,349.703796386719,86.1998291015625]",[],[],[]
57.4 sec',[],"[136.987701416016,631.002136230469,340.027954101563,70.0274658203125]","[487.631195068359,617.052612304688,304.681427001953,88.0920410156250]",[],[],[],[],"[799.891967773438,616.262634277344,349.706665039063,86.2025146484375]",[],[],[]
57.44 sec',[],"[136.987625122070,631.002014160156,340.028076171875,70.0277709960938]","[487.631835937500,617.052734375000,304.680786132813,88.0919189453125]",[],[],[],[],"[799.892395019531,616.262695312500,349.705383300781,86.2024536132813]",[],[],[]
57.48 sec',[],"[136.987884521484,631.002014160156,340.027770996094,70.0276489257813]","[487.632415771484,617.052917480469,304.680084228516,88.0917358398438]",[],[],[],[],"[799.893066406250,616.263732910156,349.701293945313,86.2011108398438]",[],[],[]
57.52 sec',[],"[136.986068725586,630.995422363281,340.032775878906,70.0372314453125]","[487.632293701172,617.052734375000,304.680633544922,88.0922241210938]",[],[],[],[],"[799.893920898438,616.263977050781,349.695312500000,86.2006835937500]",[],[],[]
57.56 sec',[],"[136.986541748047,630.995971679688,340.031463623047,70.0366210937500]","[487.631469726563,617.052429199219,304.681884765625,88.0926513671875]",[],[],[],[],"[799.893981933594,616.263305664063,349.694885253906,86.2014160156250]",[],[],[]
57.6 sec',[],"[136.987167358398,630.997131347656,340.029296875000,70.0355834960938]","[487.630737304688,617.052368164063,304.683227539063,88.0930175781250]",[],[],[],[],"[799.894470214844,616.264160156250,349.693664550781,86.2006835937500]",[],[],[]
57.64 sec',[],"[136.987472534180,630.991210937500,340.023193359375,70.0413208007813]","[487.632598876953,617.054687500000,304.676544189453,88.0850830078125]",[],[],[],[],"[799.893615722656,616.269165039063,349.702331542969,86.1958618164063]",[],[],[]
57.68 sec',[],"[136.988632202148,630.997131347656,340.021728515625,70.0340576171875]","[487.634338378906,617.056823730469,304.670959472656,88.0775146484375]",[],[],[],[],"[799.893981933594,616.269165039063,349.699768066406,86.1955566406250]",[],[],[]
57.72 sec',[],"[136.988311767578,630.994384765625,340.021484375000,70.0362548828125]","[487.635559082031,617.058471679688,304.664489746094,88.0735473632813]",[],[],[],[],"[799.893554687500,616.268798828125,349.701782226563,86.1962280273438]",[],[],[]
57.76 sec',[],"[136.988189697266,630.994445800781,340.021850585938,70.0361328125000]","[487.635009765625,617.058410644531,304.665832519531,88.0726928710938]",[],[],[],[],"[799.892761230469,616.257995605469,349.702819824219,86.2089843750000]",[],[],[]
57.8 sec',[],"[136.987716674805,630.994445800781,340.024230957031,70.0381469726563]","[487.633697509766,617.057006835938,304.672210693359,88.0746459960938]",[],[],[],[],"[799.889648437500,616.247497558594,349.718261718750,86.2194213867188]",[],[],[]
57.84 sec',[],"[136.987930297852,630.994445800781,340.023925781250,70.0380249023438]","[487.633605957031,617.057067871094,304.672302246094,88.0753173828125]",[],[],[],[],"[799.889343261719,616.246765136719,349.720031738281,86.2208251953125]",[],[],[]
57.88 sec',[],"[136.988128662109,630.993835449219,340.023864746094,70.0390014648438]","[487.634216308594,617.057373046875,304.671203613281,88.0748291015625]",[],[],[],[],"[799.888610839844,616.247192382813,349.725280761719,86.2205810546875]",[],[],[]
57.92 sec',[],"[136.988265991211,630.993469238281,340.023437500000,70.0404052734375]","[487.633850097656,617.057434082031,304.671875000000,88.0749511718750]",[],[],[],[],"[799.888061523438,616.243286132813,349.724121093750,86.2255859375000]",[],[],[]
57.96 sec',[],"[136.988189697266,630.992980957031,340.023895263672,70.0410156250000]","[487.634368896484,617.057189941406,304.671234130859,88.0751953125000]",[],[],[],[],"[799.886779785156,616.240173339844,349.729675292969,86.2293701171875]",[],[],[]
58 sec',[],"[136.987442016602,630.989257812500,340.025695800781,70.0466308593750]","[487.634552001953,617.057495117188,304.670684814453,88.0747680664063]",[],[],[],[],"[799.886291503906,616.239013671875,349.731384277344,86.2309570312500]",[],[],[]
58.04 sec',[],"[136.986968994141,630.985961914063,340.026062011719,70.0519409179688]","[487.634155273438,617.057373046875,304.671020507813,88.0748901367188]",[],[],[],[],"[799.885742187500,616.238769531250,349.733642578125,86.2312622070313]",[],[],[]
58.08 sec',[],"[136.984985351563,630.986145019531,340.029022216797,70.0449218750000]","[487.634124755859,617.057128906250,304.670989990234,88.0751953125000]",[],[],[],[],"[799.885437011719,616.237976074219,349.734436035156,86.2321777343750]",[],[],[]
58.12 sec',[],"[136.986190795898,630.990783691406,340.026672363281,70.0403442382813]","[487.634521484375,617.057250976563,304.670227050781,88.0750122070313]",[],[],[],[],"[799.885559082031,616.241516113281,349.734802246094,86.2278442382813]",[],[],[]
58.16 sec',[],"[136.986389160156,630.990783691406,340.026458740234,70.0405273437500]","[487.634460449219,617.057189941406,304.670532226563,88.0753784179688]",[],[],[],[],"[799.886718750000,616.240966796875,349.727294921875,86.2284545898438]",[],[],[]
58.2 sec',[],"[136.986373901367,630.990844726563,340.026489257813,70.0404663085938]","[487.634155273438,617.057250976563,304.670837402344,88.0751953125000]",[],[],[],[],"[799.886291503906,616.238769531250,349.726257324219,86.2310791015625]",[],[],[]
58.24 sec',[],"[136.986343383789,630.990844726563,340.026306152344,70.0407714843750]","[487.634124755859,617.057556152344,304.670318603516,88.0747680664063]",[],[],[],[],"[799.885620117188,616.234375000000,349.725708007813,86.2367553710938]",[],[],[]
58.28 sec',[],"[136.986099243164,630.991210937500,340.026611328125,70.0379028320313]","[487.625152587891,616.953002929688,304.704376220703,88.2024536132813]",[],[],[],[],"[799.884887695313,616.232849121094,349.728881835938,86.2386474609375]",[],[],[]
58.32 sec',[],"[136.985610961914,630.991638183594,340.027526855469,70.0342407226563]","[487.598449707031,616.968811035156,304.732971191406,88.1783447265625]",[],[],[],[],"[799.885742187500,616.235473632813,349.724365234375,86.2351684570313]",[],[],[]
58.36 sec',[],"[136.985626220703,630.991821289063,340.027862548828,70.0330200195313]","[487.537933349609,617.024841308594,304.804107666016,88.1069946289063]",[],[],[],[],"[799.884948730469,616.230468750000,349.726867675781,86.2413330078125]",[],[],[]
58.4 sec',[],"[136.985794067383,630.992858886719,340.027893066406,70.0289916992188]","[486.980285644531,621.209594726563,304.588256835938,82.8124389648438]",[],[],[],[],"[799.884948730469,616.230102539063,349.727844238281,86.2418823242188]",[],[],[]
58.44 sec',[],"[136.985671997070,630.992919921875,340.028076171875,70.0286865234375]","[486.631256103516,618.439331054688,305.698089599609,86.3025512695313]",[],[],[],[],"[799.882690429688,616.223632812500,349.736450195313,86.2497558593750]",[],[],[]
58.48 sec',[],"[136.985748291016,630.993164062500,340.027954101563,70.0284423828125]","[486.341430664063,616.654174804688,306.495849609375,88.5455932617188]",[],[],[],[],"[799.882568359375,616.222106933594,349.738037109375,86.2515869140625]",[],[],[]
58.52 sec',[],"[136.985687255859,630.993286132813,340.027954101563,70.0283203125000]","[486.240325927734,615.163146972656,306.982879638672,90.3875732421875]",[],[],[],[],"[799.883666992188,616.224914550781,349.731323242188,86.2482299804688]",[],[],[]
58.56 sec',[],"[136.986007690430,630.993469238281,340.027465820313,70.0280151367188]","[486.226531982422,615.074035644531,307.019439697266,90.4832763671875]",[],[],[],[],"[799.883361816406,616.223632812500,349.733825683594,86.2498168945313]",[],[],[]
58.6 sec',[],"[136.986160278320,630.993652343750,340.027099609375,70.0275878906250]","[486.179107666016,614.375549316406,307.254241943359,91.3521728515625]",[],[],[],[],"[799.883850097656,616.224121093750,349.731262207031,86.2488403320313]",[],[],[]
58.64 sec',[],"[136.986572265625,630.993713378906,340.026519775391,70.0275268554688]","[486.176483154297,614.371826171875,307.258758544922,91.3571777343750]",[],[],[],[],"[799.883605957031,616.222900390625,349.731628417969,86.2504272460938]",[],[],[]
58.68 sec',[],"[136.987091064453,630.993896484375,340.025848388672,70.0272216796875]","[486.175811767578,614.370178222656,307.259613037109,91.3587646484375]",[],[],[],[],"[799.883911132813,616.221069335938,349.727783203125,86.2518920898438]",[],[],[]
58.72 sec',[],"[136.987121582031,630.993347167969,340.025970458984,70.0291748046875]","[486.175903320313,614.367980957031,307.259338378906,91.3612670898438]",[],[],[],[],"[799.884460449219,616.222473144531,349.725646972656,86.2500000000000]",[],[],[]
58.76 sec',[],"[136.987426757813,630.993347167969,340.025634765625,70.0292358398438]","[486.175994873047,614.368041992188,307.259307861328,91.3612060546875]",[],[],[],[],"[799.884460449219,616.222229003906,349.725524902344,86.2502441406250]",[],[],[]
58.8 sec',[],"[136.986862182617,630.993225097656,340.026428222656,70.0295410156250]","[486.176177978516,614.367980957031,307.259246826172,91.3613281250000]",[],[],[],[],"[799.883850097656,616.219482421875,349.728210449219,86.2530517578125]",[],[],[]
58.84 sec',[],"[136.987319946289,630.993408203125,340.025878906250,70.0293579101563]","[486.176086425781,614.368225097656,307.258850097656,91.3610229492188]",[],[],[],[],"[799.883728027344,616.220825195313,349.728088378906,86.2514038085938]",[],[],[]
58.88 sec',[],"[136.987854003906,630.992370605469,340.024414062500,70.0304565429688]","[486.181121826172,614.373535156250,307.250640869141,91.3543701171875]",[],[],[],[],"[799.883483886719,616.217224121094,349.728942871094,86.2557373046875]",[],[],[]
58.92 sec',[],"[136.988601684570,630.995849609375,340.022644042969,70.0260620117188]","[486.186431884766,614.380065917969,307.241302490234,91.3458862304688]",[],[],[],[],"[799.883972167969,616.218078613281,349.724426269531,86.2546386718750]",[],[],[]
58.96 sec',[],"[136.988113403320,630.994384765625,340.024719238281,70.0278930664063]","[486.186584472656,614.380187988281,307.241027832031,91.3456420898438]",[],[],[],[],"[799.884216308594,616.219421386719,349.722961425781,86.2531738281250]",[],[],[]
59 sec',[],"[136.987045288086,630.993774414063,340.029479980469,70.0289306640625]","[486.186462402344,614.380065917969,307.241149902344,91.3457641601563]",[],[],[],[],"[799.884155273438,616.218200683594,349.723144531250,86.2547607421875]",[],[],[]
59.04 sec',[],"[136.987640380859,630.993408203125,340.025909423828,70.0292968750000]","[486.186584472656,614.380065917969,307.240478515625,91.3456420898438]",[],[],[],[],"[799.884216308594,616.219665527344,349.720397949219,86.2527465820313]",[],[],[]
59.08 sec',[],"[136.988189697266,630.994140625000,340.022033691406,70.0283813476563]","[486.186737060547,614.380126953125,307.240081787109,91.3455810546875]",[],[],[],[],"[799.883605957031,616.219909667969,349.722595214844,86.2524414062500]",[],[],[]
59.12 sec',[],"[136.988174438477,630.995300292969,340.023315429688,70.0270385742188]","[486.186553955078,614.379882812500,307.240509033203,91.3459472656250]",[],[],[],[],"[799.882385253906,616.216186523438,349.726989746094,86.2567749023438]",[],[],[]
59.16 sec',[],"[136.988098144531,630.995727539063,340.023254394531,70.0265502929688]","[486.186645507813,614.379882812500,307.240722656250,91.3460083007813]",[],[],[],[],"[799.882324218750,616.215759277344,349.727783203125,86.2573242187500]",[],[],[]
59.2 sec',[],"[136.988342285156,630.996154785156,340.022796630859,70.0260620117188]","[486.186187744141,614.379943847656,307.240631103516,91.3459472656250]",[],[],[],[],"[799.881835937500,616.215270996094,349.729492187500,86.2580566406250]",[],[],[]
59.24 sec',[],"[136.988433837891,630.996643066406,340.022552490234,70.0255126953125]","[486.186737060547,614.380310058594,307.239532470703,91.3455810546875]",[],[],[],[],"[799.882385253906,616.215393066406,349.728454589844,86.2581787109375]",[],[],[]
59.28 sec',[],"[136.987121582031,630.991943359375,340.026153564453,70.0313110351563]","[486.186370849609,614.379882812500,307.240081787109,91.3460693359375]",[],[],[],[],"[799.882141113281,616.213623046875,349.731628417969,86.2606201171875]",[],[],[]
59.32 sec',[],"[136.986785888672,630.991638183594,340.028167724609,70.0316772460938]","[486.186798095703,614.379943847656,307.239288330078,91.3459472656250]",[],[],[],[],"[799.880554199219,616.209167480469,349.738952636719,86.2664184570313]",[],[],[]
59.36 sec',[],"[136.986877441406,630.991760253906,340.028045654297,70.0313110351563]","[486.186187744141,614.380004882813,307.240386962891,91.3458862304688]",[],[],[],[],"[799.880126953125,616.209045410156,349.738281250000,86.2666015625000]",[],[],[]
59.4 sec',[],"[136.987045288086,630.991821289063,340.027770996094,70.0311279296875]","[486.186309814453,614.380065917969,307.240142822266,91.3458862304688]",[],[],[],[],"[799.880126953125,616.208190917969,349.736816406250,86.2675170898438]",[],[],[]
59.44 sec',[],"[136.987274169922,630.992004394531,340.027435302734,70.0308837890625]","[486.186462402344,614.380676269531,307.239868164063,91.3449707031250]",[],[],[],[],"[799.879089355469,616.205810546875,349.742492675781,86.2706298828125]",[],[],[]
59.48 sec',[],"[136.716552734375,630.794189453125,341.369873046875,70.4799804687500]","[487.556213378906,615.689270019531,300.397399902344,89.8002929687500]",[],[],[],[],"[799.878845214844,616.206420898438,349.744445800781,86.2695922851563]",[],[],[]
59.52 sec',[],"[136.716796875000,630.794128417969,341.369384765625,70.4810791015625]","[487.556671142578,615.689331054688,300.397430419922,89.8011474609375]",[],[],[],[],"[799.877136230469,616.202331542969,349.752746582031,86.2749023437500]",[],[],[]
59.56 sec',[],"[136.717178344727,630.794311523438,341.368896484375,70.4808959960938]","[487.556579589844,615.690124511719,300.397521972656,89.7953491210938]",[],[],[],[],"[799.876892089844,616.203308105469,349.750793457031,86.2734985351563]",[],[],[]
59.6 sec',[],"[136.717529296875,630.794555664063,341.369079589844,70.4789428710938]","[487.557128906250,615.691589355469,300.397155761719,89.7874755859375]",[],[],[],[],"[799.876892089844,616.201965332031,349.750305175781,86.2749023437500]",[],[],[]
59.64 sec',[],"[136.717559814453,630.794616699219,341.369232177734,70.4783325195313]","[487.557525634766,615.693298339844,300.395111083984,89.7778930664063]",[],[],[],[],"[799.877685546875,616.201354980469,349.748291015625,86.2757568359375]",[],[],[]
59.68 sec',[],"[136.718276977539,630.795410156250,341.366333007813,70.4740600585938]","[487.557891845703,615.693359375000,300.394439697266,89.7777709960938]",[],[],[],[],"[799.878112792969,616.199218750000,349.747619628906,86.2777099609375]",[],[],[]
59.72 sec',[],"[136.717269897461,630.794738769531,341.371276855469,70.4782104492188]","[487.557800292969,615.693481445313,300.394531250000,89.7775268554688]",[],[],[],[],"[799.878540039063,616.201599121094,349.744995117188,86.2747192382813]",[],[],[]
59.76 sec',[],"[136.717697143555,630.794982910156,341.370666503906,70.4769897460938]","[487.557830810547,615.693237304688,300.395111083984,89.7777709960938]",[],[],[],[],"[799.878845214844,616.201843261719,349.744201660156,86.2744750976563]",[],[],[]
59.8 sec',[],"[136.717727661133,630.795166015625,341.370910644531,70.4755249023438]","[487.557800292969,615.693237304688,300.395080566406,89.7777709960938]",[],[],[],[],"[799.879516601563,616.204284667969,349.740356445313,86.2714843750000]",[],[],[]
59.84 sec',[],"[136.717956542969,630.795166015625,341.369720458984,70.4760131835938]","[487.557830810547,615.692871093750,300.395416259766,89.7783203125000]",[],[],[],[],"[799.880126953125,616.204345703125,349.735595703125,86.2713012695313]",[],[],[]
59.88 sec',[],"[136.718063354492,630.795593261719,341.370300292969,70.4730834960938]","[487.558105468750,615.692871093750,300.394714355469,89.7783813476563]",[],[],[],[],"[799.879394531250,616.202270507813,349.737915039063,86.2744140625000]",[],[],[]
59.92 sec',[],"[136.717971801758,630.795593261719,341.370910644531,70.4733276367188]","[487.557495117188,615.692749023438,300.395935058594,89.7785034179688]",[],[],[],[],"[799.878295898438,616.198181152344,349.742797851563,86.2800903320313]",[],[],[]
59.96 sec',[],"[136.717987060547,630.795654296875,341.370910644531,70.4732666015625]","[487.557647705078,615.693359375000,300.395355224609,89.7774658203125]",[],[],[],[],"[799.878356933594,616.197570800781,349.742980957031,86.2808227539063]",[],[],[]
60 sec',[],"[136.717391967773,630.793518066406,341.372192382813,70.4843750000000]","[487.557830810547,615.692993164063,300.394744873047,89.7781372070313]",[],[],[],[],"[799.879150390625,616.199218750000,349.740966796875,86.2783203125000]",[],[],[]
60.04 sec',[],"[136.717361450195,630.795166015625,341.373107910156,70.4750976562500]","[487.557647705078,615.692749023438,300.395233154297,89.7784423828125]",[],[],[],[],"[799.877319335938,616.195678710938,349.748413085938,86.2831420898438]",[],[],[]
60.08 sec',[],"[136.826721191406,630.844970703125,340.889587402344,70.3880615234375]","[487.557556152344,615.692749023438,300.395935058594,89.7784423828125]",[],[],[],[],"[799.876403808594,616.195068359375,349.752258300781,86.2842407226563]",[],[],[]
60.12 sec',[],"[136.826339721680,630.844787597656,340.891418457031,70.3878173828125]","[487.557678222656,615.692810058594,300.395507812500,89.7782592773438]",[],[],[],[],"[799.874877929688,616.189819335938,349.757812500000,86.2908935546875]",[],[],[]
60.16 sec',[],"[136.826477050781,630.844665527344,340.892150878906,70.3886108398438]","[487.557769775391,615.692565917969,300.395965576172,89.7785644531250]",[],[],[],[],"[799.876586914063,616.190734863281,349.749145507813,86.2892456054688]",[],[],[]
60.2 sec',[],"[136.862060546875,630.865356445313,340.678649902344,70.3439941406250]","[487.557281494141,615.692321777344,300.396881103516,89.7788696289063]",[],[],[],[],"[799.876647949219,616.190490722656,349.749084472656,86.2898559570313]",[],[],[]
60.24 sec',[],"[137.004669189453,630.691955566406,339.795166015625,70.2335815429688]","[487.621246337891,615.697021484375,300.297454833984,89.7352294921875]",[],[],[],[],"[799.904785156250,616.198913574219,349.761474609375,86.2377929687500]",[],[],[]
60.28 sec',[],"[136.775375366211,626.795715332031,338.119628906250,74.5557250976563]","[487.621673583984,615.697021484375,300.297027587891,89.7359008789063]",[],[],[],[],"[799.904663085938,616.200622558594,349.766723632813,86.2360229492188]",[],[],[]
60.32 sec',[],"[136.440948486328,625.515136718750,337.049011230469,75.7896728515625]","[487.618927001953,615.696105957031,300.300811767578,89.7370605468750]",[],[],[],[],"[799.905273437500,616.198913574219,349.763671875000,86.2380981445313]",[],[],[]
60.36 sec',[],"[136.439804077148,625.512451171875,337.055847167969,75.7923583984375]","[487.621582031250,615.696716308594,300.297363281250,89.7370605468750]",[],[],[],[],"[799.904235839844,616.197570800781,349.771789550781,86.2404785156250]",[],[],[]
60.4 sec',[],[],"[487.621765136719,615.696716308594,300.297363281250,89.7369995117188]",[],[],[],[],"[799.904602050781,616.199523925781,349.769226074219,86.2373046875000]",[],[],[]
60.44 sec',[],[],"[487.622131347656,615.697204589844,300.297180175781,89.7353515625000]",[],[],[],[],"[799.903869628906,616.197387695313,349.774597167969,86.2398681640625]",[],[],[]
60.48 sec',[],[],"[487.621673583984,615.696594238281,300.298492431641,89.7362060546875]",[],[],[],[],"[799.904235839844,616.199218750000,349.771911621094,86.2371826171875]",[],[],[]
60.52 sec',[],[],"[487.621612548828,615.696289062500,300.298980712891,89.7365722656250]",[],[],[],[],"[799.908203125000,616.208618164063,349.758789062500,86.2257080078125]",[],[],[]
60.56 sec',[],[],"[487.622131347656,615.696472167969,300.298217773438,89.7363281250000]",[],[],[],[],"[799.907348632813,616.206054687500,349.761474609375,86.2289428710938]",[],[],[]
60.6 sec',[],[],"[487.619903564453,615.695983886719,300.301361083984,89.7367553710938]",[],[],[],[],"[799.908081054688,616.205932617188,349.757934570313,86.2289428710938]",[],[],[]
60.64 sec',[],[],"[487.621887207031,615.696472167969,300.298400878906,89.7360229492188]",[],[],[],[],"[799.907409667969,616.204162597656,349.759338378906,86.2313232421875]",[],[],[]
60.68 sec',[],[],"[487.621795654297,615.696350097656,300.298126220703,89.7362670898438]",[],[],[],[],"[799.907897949219,616.205200195313,349.757141113281,86.2299804687500]",[],[],[]
60.72 sec',[],[],"[487.621551513672,615.696411132813,300.298065185547,89.7362060546875]",[],[],[],[],"[799.907836914063,616.203552246094,349.757934570313,86.2319946289063]",[],[],[]
60.76 sec',[],[],"[487.619445800781,615.696044921875,300.300903320313,89.7366943359375]",[],[],[],[],"[799.908447265625,616.206237792969,349.754882812500,86.2290649414063]",[],[],[]
60.8 sec',[],[],"[487.621765136719,615.696594238281,300.297668457031,89.7360229492188]",[],[],[],[],"[799.907348632813,616.206909179688,349.762207031250,86.2282104492188]",[],[],[]
60.84 sec',[],[],"[487.621643066406,615.696350097656,300.298217773438,89.7362670898438]",[],[],[],[],"[799.906555175781,616.206604003906,349.763122558594,86.2285156250000]",[],[],[]
60.88 sec',[],[],"[487.622406005859,615.696716308594,300.296844482422,89.7358398437500]",[],[],[],[],"[799.904235839844,616.202331542969,349.769836425781,86.2337646484375]",[],[],[]
